Date,Close,Log return,,,
2018/11/8,6453.720215,-0.011771661,,,
2018/11/9,6385.620117,-0.010608136,,,
2018/11/10,6409.220215,0.003689007,,,
2018/11/11,6411.27002,0.00031977,,,
2018/11/12,6371.27002,-0.006258557,,,
2018/11/13,6359.490234,-0.001850603,,,
2018/11/14,5738.350098,-0.102776493,,,
2018/11/15,5648.029785,-0.015864956,,,
2018/11/16,5575.549805,-0.012915842,,,
2018/11/17,5554.330078,-0.003813114,,,
2018/11/18,5623.540039,0.012383548,,,
2018/11/19,4871.490234,-0.143561473,,,
2018/11/20,4451.870117,-0.090075634,,,
2018/11/21,4602.169922,0.033203656,,,
2018/11/22,4365.939941,-0.052694412,,,
2018/11/23,4347.109863,-0.004322277,,,
2018/11/24,3880.76001,-0.113480212,,,
2018/11/25,4009.969971,0.032752739,,,
2018/11/26,3779.129883,-0.059289959,,,
2018/11/27,3820.719971,0.010945085,,,
2018/11/28,4257.419922,0.108224446,,,
2018/11/29,4278.84668,0.005020181,,,
2018/11/30,4017.268555,-0.063081298,,,
2018/12/1,4214.671875,0.047969534,,,
2018/12/2,4139.87793,-0.01790544,,,
2018/12/3,3894.130859,-0.06119579,,,
2018/12/4,3956.893799,0.015988812,,,
2018/12/5,3753.994873,-0.052638751,,,
2018/12/6,3521.101807,-0.064046618,,,
2018/12/7,3419.937256,-0.029151749,,,
2018/12/8,3476.114746,0.016293013,,,
2018/12/9,3614.234375,0.038964824,,,
2018/12/10,3502.656006,-0.031358502,,,
2018/12/11,3424.588135,-0.022540328,,,
2018/12/12,3486.950195,0.018046273,,,
2018/12/13,3313.677246,-0.050968961,,,
2018/12/14,3242.484863,-0.021718554,,,
2018/12/15,3236.761719,-0.001766608,,,
2018/12/16,3252.839111,0.004954827,,,
2018/12/17,3545.864746,0.086253877,,,
2018/12/18,3696.059082,0.041485075,,,
2018/12/19,3745.950684,0.0134083,,,
2018/12/20,4134.441406,0.098676791,,,
2018/12/21,3896.543701,-0.0592623,,,
2018/12/22,4014.182617,0.029743815,,,
2018/12/23,3998.980225,-0.003794359,,,
2018/12/24,4078.599121,0.019714192,,,
2018/12/25,3815.490723,-0.06668429,,,
2018/12/26,3857.297607,0.01089755,,,
2018/12/27,3654.833496,-0.053916299,,,
2018/12/28,3923.918701,0.071040286,,,
2018/12/29,3820.408691,-0.026733419,,,
2018/12/30,3865.952637,0.011850725,,,
2018/12/31,3742.700439,-0.032400736,,,
2019/1/1,3843.52002,0.026581225,,,
2019/1/2,3943.409424,0.025657067,,,
2019/1/3,3836.741211,-0.027422322,,,
2019/1/4,3857.717529,0.005452332,,,
2019/1/5,3845.19458,-0.003251487,,,
2019/1/6,4076.632568,0.058447089,,,
2019/1/7,4025.248291,-0.0126847,,,
2019/1/8,4030.8479,0.001390155,,,
2019/1/9,4035.296387,0.001103002,,,
2019/1/10,3678.924561,-0.092459282,,,
2019/1/11,3687.365479,0.00229177,,,
2019/1/12,3661.301025,-0.007093685,,,
2019/1/13,3552.953125,-0.030039432,,,
2019/1/14,3706.052246,0.042188102,,,
2019/1/15,3630.675293,-0.020548563,,,
2019/1/16,3655.006836,0.006679301,,,
2019/1/17,3678.563965,0.006424486,,,
2019/1/18,3657.839355,-0.005649816,,,
2019/1/19,3728.568359,0.019151709,,,
2019/1/20,3601.013672,-0.034808961,,,
2019/1/21,3576.032471,-0.006961444,,,
2019/1/22,3604.577148,0.00795053,,,
2019/1/23,3585.123047,-0.005411672,,,
2019/1/24,3600.865479,0.004381431,,,
2019/1/25,3599.765869,-0.00030542,,,
2019/1/26,3602.460449,0.000748263,,,
2019/1/27,3583.96582,-0.005147112,,,
2019/1/28,3470.450439,-0.032185563,,,
2019/1/29,3448.116943,-0.006456127,,,
2019/1/30,3486.181641,0.010978783,,,
2019/1/31,3457.792725,-0.008176607,,,
2019/2/1,3487.945313,0.008682383,,,
2019/2/2,3521.060791,0.009449478,,,
2019/2/3,3464.013428,-0.016334438,,,
2019/2/4,3459.154053,-0.001403801,,,
2019/2/5,3466.357422,0.002080242,,,
2019/2/6,3413.767822,-0.015287694,,,
2019/2/7,3399.47168,-0.004196583,,,
2019/2/8,3666.780273,0.075693936,,,
2019/2/9,3671.203613,0.001205601,,,
2019/2/10,3690.188232,0.0051579,,,
2019/2/11,3648.430664,-0.011380348,,,
2019/2/12,3653.528564,0.00139631,,,
2019/2/13,3632.070557,-0.005890543,,,
2019/2/14,3616.880859,-0.004190874,,,
2019/2/15,3620.810791,0.001085963,,,
2019/2/16,3629.787598,0.002476157,,,
2019/2/17,3673.836182,0.012062264,,,
2019/2/18,3915.714355,0.063761382,,,
2019/2/19,3947.094482,0.007981955,,,
2019/2/20,3999.820557,0.013269765,,,
2019/2/21,3954.118164,-0.01149189,,,
2019/2/22,4005.526611,0.012917451,,,
2019/2/23,4142.526855,0.033630893,,,
2019/2/24,3810.42749,-0.083564568,,,
2019/2/25,3882.696289,0.018788447,,,
2019/2/26,3854.35791,-0.007325399,,,
2019/2/27,3851.047363,-0.000859279,,,
2019/2/28,3854.7854,0.000970184,,,
2019/3/1,3859.58374,0.001244001,,,
2019/3/2,3864.415039,0.001250984,,,
2019/3/3,3847.175781,-0.004471007,,,
2019/3/4,3761.557129,-0.022506314,,,
2019/3/5,3896.375,0.035213632,,,
2019/3/6,3903.942627,0.001940339,,,
2019/3/7,3911.484375,0.001929965,,,
2019/3/8,3901.131592,-0.002650275,,,
2019/3/9,3963.313721,0.015813811,,,
2019/3/10,3951.599854,-0.00295995,,,
2019/3/11,3905.227295,-0.011804535,,,
2019/3/12,3909.15625,0.00100557,,,
2019/3/13,3906.717285,-0.000624106,,,
2019/3/14,3924.369141,0.004508158,,,
2019/3/15,3960.911133,0.009268473,,,
2019/3/16,4048.72583,0.021928139,,,
2019/3/17,4025.229004,-0.005820417,,,
2019/3/18,4032.507324,0.001806543,,,
2019/3/19,4071.190186,0.009547038,,,
2019/3/20,4087.476318,0.003992357,,,
2019/3/21,4029.326904,-0.014328402,,,
2019/3/22,4023.968262,-0.001330795,,,
2019/3/23,4035.826416,0.002942547,,,
2019/3/24,4022.168213,-0.003389979,,,
2019/3/25,3963.070557,-0.014801996,,,
2019/3/26,3985.080811,0.005538473,,,
2019/3/27,4087.066162,0.025269802,,,
2019/3/28,4069.107178,-0.004403784,,,
2019/3/29,4098.374512,0.007166826,,,
2019/3/30,4106.660156,0.002019649,,,
2019/3/31,4105.404297,-0.000305857,,,
2019/4/1,4158.183105,0.012773998,,,
2019/4/2,4879.87793,0.16004198,,,
2019/4/3,4973.021973,0.018907493,,,
2019/4/4,4922.798828,-0.010150462,,,
2019/4/5,5036.681152,0.022870127,,,
2019/4/6,5059.817383,0.004583029,,,
2019/4/7,5198.896973,0.02711609,,,
2019/4/8,5289.770996,0.017328472,,,
2019/4/9,5204.958496,-0.016163227,,,
2019/4/10,5324.551758,0.022716803,,,
2019/4/11,5064.487793,-0.050075525,,,
2019/4/12,5089.539063,0.004934263,,,
2019/4/13,5096.586426,0.001383718,,,
2019/4/14,5167.722168,0.013861018,,,
2019/4/15,5067.108398,-0.019661686,,,
2019/4/16,5235.55957,0.03270341,,,
2019/4/17,5251.937988,0.00312342,,,
2019/4/18,5298.385742,0.008805048,,,
2019/4/19,5303.8125,0.001023704,,,
2019/4/20,5337.88623,0.006403836,,,
2019/4/21,5314.53125,-0.004384923,,,
2019/4/22,5399.365234,0.015836583,,,
2019/4/23,5572.362305,0.031537679,,,
2019/4/24,5464.866699,-0.019479347,,,
2019/4/25,5210.515625,-0.04766091,,,
2019/4/26,5279.348145,0.013123814,,,
2019/4/27,5268.291016,-0.002096608,,,
2019/4/28,5285.13916,0.003192926,,,
2019/4/29,5247.352539,-0.007175279,,,
2019/4/30,5350.726563,0.019508687,,,
2019/5/1,5402.697266,0.009665965,,,
2019/5/2,5505.283691,0.01880998,,,
2019/5/3,5768.289551,0.046667296,,,
2019/5/4,5831.16748,0.010841636,,,
2019/5/5,5795.708496,-0.006099505,,,
2019/5/6,5746.807129,-0.008473311,,,
2019/5/7,5829.501465,0.014287066,,,
2019/5/8,5982.45752,0.025899955,,,
2019/5/9,6174.528809,0.031601133,,,
2019/5/10,6378.849121,0.032555119,,,
2019/5/11,7204.771484,0.12175582,,,
2019/5/12,6972.371582,-0.03278809,,,
2019/5/13,7814.915039,0.11407867,,,
2019/5/14,7994.416016,0.022709208,,,
2019/5/15,8205.167969,0.026020896,,,
2019/5/16,7884.90918,-0.039813494,,,
2019/5/17,7343.895508,-0.071081277,,,
2019/5/18,7271.208008,-0.009946984,,,
2019/5/19,8197.689453,0.119929899,,,
2019/5/20,7978.309082,-0.027125846,,,
2019/5/21,7963.327637,-0.001879537,,,
2019/5/22,7680.066406,-0.036218764,,,
2019/5/23,7881.84668,0.025934033,,,
2019/5/24,7987.371582,0.013299516,,,
2019/5/25,8052.543945,0.008126317,,,
2019/5/26,8673.21582,0.074251576,,,
2019/5/27,8805.77832,0.015168498,,,
2019/5/28,8719.961914,-0.009793263,,,
2019/5/29,8659.487305,-0.006959352,,,
2019/5/30,8319.472656,-0.040056648,,,
2019/5/31,8574.501953,0.03019404,,,
2019/6/1,8564.016602,-0.001223601,,,
2019/6/2,8742.958008,0.020679268,,,
2019/6/3,8208.995117,-0.063018059,,,
2019/6/4,7707.770996,-0.063001478,,,
2019/6/5,7824.231445,0.014996474,,,
2019/6/6,7822.023438,-0.000282241,,,
2019/6/7,8043.951172,0.027977129,,,
2019/6/8,7954.12793,-0.011229371,,,
2019/6/9,7688.077148,-0.034020324,,,
2019/6/10,8000.32959,0.039812033,,,
2019/6/11,7927.714355,-0.009117973,,,
2019/6/12,8145.857422,0.02714474,,,
2019/6/13,8230.923828,0.010388753,,,
2019/6/14,8693.833008,0.054715665,,,
2019/6/15,8838.375,0.016489112,,,
2019/6/16,8994.488281,0.01750894,,,
2019/6/17,9320.352539,0.035588478,,,
2019/6/18,9081.762695,-0.025932151,,,
2019/6/19,9273.521484,0.020894884,,,
2019/6/20,9527.160156,0.026983496,,,
2019/6/21,10144.55664,0.062790587,,,
2019/6/22,10701.69141,0.053464535,,,
2019/6/23,10855.37109,0.014258184,,,
2019/6/24,11011.10254,0.014244097,,,
2019/6/25,11790.91699,0.068425403,,,
2019/6/26,13016.23145,0.098867663,,,
2019/6/27,11182.80664,-0.151819674,,,
2019/6/28,12407.33203,0.103910113,,,
2019/6/29,11959.37109,-0.036772428,,,
2019/6/30,10817.15527,-0.100381838,,,
2019/7/1,10583.13477,-0.02187165,,,
2019/7/2,10801.67773,0.020439793,,,
2019/7/3,11961.26953,0.101972423,,,
2019/7/4,11215.4375,-0.064382713,,,
2019/7/5,10978.45996,-0.02135601,,,
2019/7/6,11208.55078,0.020741782,,,
2019/7/7,11450.84668,0.021386724,,,
2019/7/8,12285.95801,0.070393312,,,
2019/7/9,12573.8125,0.023159293,,,
2019/7/10,12156.5127,-0.033751227,,,
2019/7/11,11358.66211,-0.067884417,,,
2019/7/12,11815.98633,0.039472754,,,
2019/7/13,11392.37891,-0.036508773,,,
2019/7/14,10256.05859,-0.105076002,,,
2019/7/15,10895.08984,0.060443601,,,
2019/7/16,9477.641602,-0.139376705,,,
2019/7/17,9693.802734,0.022551279,,,
2019/7/18,10666.48242,0.095619553,,,
2019/7/19,10530.73242,-0.012808462,,,
2019/7/20,10767.13965,0.022200992,,,
2019/7/21,10599.10547,-0.015729263,,,
2019/7/22,10343.10645,-0.024449354,,,
2019/7/23,9900.767578,-0.043707967,,,
2019/7/24,9811.925781,-0.009013725,,,
2019/7/25,9911.841797,0.010131621,,,
2019/7/26,9870.303711,-0.004199559,,,
2019/7/27,9477.677734,-0.040591303,,,
2019/7/28,9552.860352,0.007901301,,,
2019/7/29,9519.145508,-0.003535536,,,
2019/7/30,9607.423828,0.009231028,,,
2019/7/31,10085.62793,0.048575318,,,
2019/8/1,10399.66895,0.030662541,,,
2019/8/2,10518.17481,0.011330721,,,
2019/8/3,10821.72656,0.028451137,,,
2019/8/4,10970.18457,0.013625267,,,
2019/8/5,11805.65332,0.073397413,,,
2019/8/6,11478.16895,-0.028131633,,,
2019/8/7,11941.96875,0.039612102,,,
2019/8/8,11966.40723,0.002044345,,,
2019/8/9,11862.93652,-0.008684365,,,
2019/8/10,11354.02441,-0.043846707,,,
2019/8/11,11523.5791,0.014823038,,,
2019/8/12,11382.61621,-0.012307995,,,
2019/8/13,10895.83008,-0.043707143,,,
2019/8/14,10051.7041,-0.080637972,,,
2019/8/15,10311.5459,0.025522046,,,
2019/8/16,10374.33887,0.006071112,,,
2019/8/17,10231.74414,-0.013840283,,,
2019/8/18,10345.81055,0.011086602,,,
2019/8/19,10916.05371,0.053652863,,,
2019/8/20,10763.23242,-0.014098603,,,
2019/8/21,10138.04981,-0.059840267,,,
2019/8/22,10131.05566,-0.000690129,,,
2019/8/23,10407.96484,0.026965839,,,
2019/8/24,10159.96094,-0.024116765,,,
2019/8/25,10138.51758,-0.002112805,,,
2019/8/26,10370.82031,0.022654331,,,
2019/8/27,10185.5,-0.018030983,,,
2019/8/28,9754.422852,-0.043244332,,,
2019/8/29,9510.200195,-0.025355881,,,
2019/8/30,9598.173828,0.009207927,,,
2019/8/31,9630.664063,0.003379327,,,
2019/9/1,9757.970703,0.013132278,,,
2019/9/2,10346.76074,0.05858904,,,
2019/9/3,10623.54004,0.026398799,,,
2019/9/4,10594.49316,-0.002737944,,,
2019/9/5,10575.5332,-0.001791208,,,
2019/9/6,10353.30273,-0.021237571,,,
2019/9/7,10517.25488,0.015711657,,,
2019/9/8,10441.27637,-0.007250398,,,
2019/9/9,10334.97461,-0.010233096,,,
2019/9/10,10115.97559,-0.021417821,,,
2019/9/11,10178.37207,0.006149168,,,
2019/9/12,10410.12695,0.022513994,,,
2019/9/13,10360.54688,-0.004774054,,,
2019/9/14,10358.04883,-0.000241141,,,
