Close,log return,,,
29501.94511,0.000367667,,,
29587.19966,0.002885627,,,
29658.87085,0.002419442,,,
29647.03535,-0.000399134,,,
29602.97861,-0.001487147,,,
29711.96561,0.003674862,,,
29756.30382,0.001491155,,,
29704.53603,-0.00174124,,,
29726.87016,0.000751594,,,
29748.73682,0.000735315,,,
29748.42236,-1.05707E-05,,,
29712.88074,-0.001195454,,,
29763.79155,0.001711959,,,
29828.57182,0.002174114,,,
29724.6383,-0.003490446,,,
29689.95041,-0.001167656,,,
29760.92393,0.002387637,,,
29612.31715,-0.005005861,,,
29670.65705,0.001968184,,,
29765.41675,0.003188629,,,
29718.90358,-0.00156388,,,
29665.52962,-0.001797575,,,
29720.4687,0.001850237,,,
29659.18019,-0.002064294,,,
29717.17502,0.001953466,,,
29753.18851,0.001211141,,,
29846.82281,0.003142093,,,
30264.96058,0.013912231,,,
30850.55376,0.019164074,,,
30601.93117,-0.008091583,,,
30715.68915,0.003710454,,,
30835.21198,0.003883712,,,
31300,0.014960814,,,
31499,0.006337702,,,
31357,-0.004518272,,,
31089.95134,-0.008552869,,,
31183.41661,0.003001776,,,
31258.02605,0.002389742,,,
31262.49906,0.000143089,,,
31360.11357,0.003117551,,,
31676.49208,0.010038014,,,
31690.27361,0.000434977,,,
32009,0.010007306,,,
32300,0.009050117,,,
32617.56714,0.009783782,,,
32453.34732,-0.005047422,,,
32589.53675,0.004187687,,,
32604.18401,0.000449346,,,
32663.95945,0.001831688,,,
32833.14902,0.005166333,,,
32603.60107,-0.007015901,,,
32713.94049,0.003378557,,,
32766.43251,0.001603291,,,
32965.87335,0.006068293,,,
32959,-0.000208521,,,
33013.82249,0.001661972,,,
33063.40526,0.001500752,,,
33021.28274,-0.001274804,,,
32766.27037,-0.007752641,,,
32219.99282,-0.016812489,,,
32116.71678,-0.003210488,,,
30744.40288,-0.043668709,,,
31449.33271,0.022669808,,,
31623.83591,0.005533372,,,
31623.16029,-2.13644E-05,,,
31690.51003,0.002127495,,,
31651.1,-0.001244365,,,
32185.10862,0.016730977,,,
32180.44926,-0.000144778,,,
32160.49333,-0.000620318,,,
31850,-0.009701402,,,
31959.39707,0.003428873,,,
31923.37789,-0.001127665,,,
32184.51293,0.008146781,,,
32116.44511,-0.002117164,,,
32193.57213,0.002398602,,,
32409.30713,0.006678829,,,
32442.67265,0.001028975,,,
32413.58215,-0.000897076,,,
32619.69,0.006338557,,,
32606.22943,-0.000412737,,,
32590.93696,-0.000469114,,,
32649.00204,0.001780047,,,
32775.99171,0.003881998,,,
32803.98674,0.000853768,,,
32737.60352,-0.002025683,,,
32597.50575,-0.004288597,,,
32636.541,0.001196775,,,
32552.64,-0.002574079,,,
32585.96627,0.001023242,,,
32618.78938,0.001006771,,,
32563.6696,-0.001691246,,,
32714.71386,0.004627704,,,
33190.33072,0.014433648,,,
33826.87327,0.018996964,,,
33954.0241,0.003751824,,,
33928.46613,-0.000753007,,,
33741.37767,-0.005529463,,,
33796.20102,0.001623492,,,
33845.9564,0.001471135,,,
33990,0.004246828,,,
33967.0923,-0.000674181,,,
34002.92736,0.001054437,,,
34510,0.014802517,,,
34666.66551,0.00452944,,,
34433.88956,-0.006737336,,,
34066.2603,-0.010733781,,,
34378.43796,0.009122104,,,
34605.59823,0.006585903,,,
34370.85346,-0.006806545,,,
34221.99423,-0.004340379,,,
34002.92509,-0.00642199,,,
34047.19348,0.001301053,,,
34188.04779,0.004128497,,,
34055.15186,-0.003894779,,,
