Date,High,Low,gold_close
2020/1/21,"1,566.20","1,551.00","1,556.40"
2020/1/22,"1,557.10","1,549.80","1,555.30"
2020/1/23,"1,564.60","1,552.20","1,564.60"
2020/1/24,"1,571.10","1,556.30","1,571.10"
2020/1/27,"1,584.50","1,576.80","1,576.80"
2020/1/28,"1,576.40","1,569.20","1,569.20"
2020/1/29,"1,569.80","1,569.80","1,569.80"
2020/1/30,"1,585.00","1,571.40","1,583.50"
2020/1/31,"1,589.00","1,570.00","1,582.90"
2020/2/3,"1,593.30","1,568.20","1,577.20"
2020/2/4,"1,577.70","1,547.80","1,550.40"
2020/2/5,"1,560.70","1,547.70","1,557.80"
2020/2/6,"1,565.60","1,551.60","1,565.10"
2020/2/7,"1,571.90","1,560.50","1,568.60"
2020/2/10,"1,574.70","1,568.60","1,574.70"
2020/2/11,"1,571.10","1,561.90","1,565.60"
2020/2/12,"1,568.70","1,561.00","1,567.40"
2020/2/13,"1,575.10","1,570.20","1,575.10"
2020/2/14,"1,582.70","1,574.80","1,582.70"
2020/2/18,"1,604.30","1,579.80","1,600.00"
2020/2/19,"1,610.50","1,599.70","1,607.50"
2020/2/20,"1,621.00","1,603.00","1,616.60"
2020/2/21,"1,645.00","1,619.30","1,644.60"
2020/2/24,"1,686.60","1,650.00","1,672.40"
2020/2/25,"1,653.70","1,632.30","1,646.90"
2020/2/26,"1,648.10","1,636.40","1,640.00"
2020/2/27,"1,658.00","1,638.50","1,640.00"
2020/2/28,"1,642.50","1,564.10","1,564.10"
2020/3/2,"1,608.30","1,574.30","1,592.30"
2020/3/3,"1,645.30","1,594.00","1,642.10"
2020/3/4,"1,645.90","1,631.30","1,641.10"
2020/3/5,"1,672.90","1,637.20","1,666.40"
2020/3/6,"1,686.20","1,647.20","1,670.80"
2020/3/9,"1,701.60","1,657.70","1,674.50"
2020/3/10,"1,674.60","1,643.00","1,659.10"
2020/3/11,"1,666.50","1,635.00","1,641.40"
2020/3/12,"1,647.50","1,566.40","1,589.30"
2020/3/13,"1,589.80","1,513.80","1,515.70"
2020/3/16,"1,569.10","1,452.10","1,485.90"
2020/3/17,"1,537.70","1,469.30","1,524.90"
2020/3/18,"1,542.00","1,477.30","1,477.30"
2020/3/19,"1,491.60","1,471.00","1,478.60"
2020/3/20,"1,484.00","1,483.50","1,484.00"
2020/3/23,"1,567.00","1,490.20","1,567.00"
2020/3/24,"1,685.50","1,592.70","1,660.20"
2020/3/25,"1,676.50","1,631.10","1,632.30"
2020/3/26,"1,660.50","1,650.10","1,650.10"
2020/3/27,"1,623.90","1,623.90","1,623.90"
2020/3/30,"1,652.80","1,607.20","1,622.00"
2020/3/31,"1,621.00","1,576.00","1,583.40"
2020/4/1,"1,600.00","1,570.00","1,578.20"
2020/4/2,"1,631.20","1,586.00","1,625.70"
2020/4/3,"1,636.00","1,619.80","1,633.70"
2020/4/6,"1,696.70","1,625.90","1,677.00"
2020/4/7,"1,724.40","1,658.00","1,664.80"
2020/4/8,"1,677.00","1,662.50","1,665.40"
2020/4/9,"1,736.20","1,662.70","1,736.20"
2020/4/13,"1,756.80","1,710.70","1,744.80"
2020/4/14,"1,775.00","1,739.50","1,756.70"
2020/4/15,"1,744.90","1,722.70","1,727.20"
2020/4/16,"1,750.60","1,715.00","1,720.40"
2020/4/17,"1,725.00","1,684.90","1,689.20"
2020/4/20,"1,701.60","1,680.00","1,701.60"
2020/4/21,"1,707.10","1,659.90","1,678.20"
2020/4/22,"1,728.70","1,684.80","1,728.70"
2020/4/23,"1,745.10","1,733.30","1,733.30"
2020/4/24,"1,744.00","1,714.50","1,723.50"
2020/4/27,"1,731.90","1,711.90","1,711.90"
2020/4/28,"1,716.60","1,707.10","1,710.50"
2020/4/29,"1,713.50","1,702.00","1,703.40"
2020/4/30,"1,719.30","1,680.80","1,684.20"
2020/5/1,"1,701.50","1,670.50","1,694.50"
2020/5/4,"1,709.00","1,699.60","1,706.90"
2020/5/5,"1,704.40","1,697.20","1,704.40"
2020/5/6,"1,704.00","1,684.20","1,684.20"
2020/5/7,"1,721.80","1,685.60","1,721.80"
2020/5/8,"1,728.90","1,703.80","1,709.90"
2020/5/11,"1,704.50","1,690.20","1,695.30"
2020/5/12,"1,713.10","1,699.30","1,704.40"
2020/5/13,"1,721.30","1,701.90","1,713.90"
2020/5/14,"1,743.10","1,720.50","1,738.10"
2020/5/15,"1,753.40","1,739.70","1,753.40"
2020/5/18,"1,770.50","1,731.80","1,731.80"
2020/5/19,"1,749.50","1,744.20","1,744.20"
2020/5/20,"1,752.10","1,745.60","1,750.60"
2020/5/21,"1,746.80","1,720.50","1,720.50"
2020/5/22,"1,734.60","1,726.60","1,734.60"
2020/5/26,"1,726.40","1,704.80","1,704.80"
2020/5/27,"1,710.30","1,685.60","1,710.30"
2020/5/28,"1,727.80","1,705.00","1,713.30"
2020/5/29,"1,738.30","1,715.10","1,736.90"
2020/6/1,"1,747.00","1,727.10","1,737.80"
2020/6/2,"1,745.50","1,721.80","1,725.20"
2020/6/3,"1,726.30","1,684.50","1,697.80"
2020/6/4,"1,718.90","1,694.50","1,718.90"
2020/6/5,"1,711.80","1,668.60","1,676.20"
2020/6/8,"1,699.40","1,675.90","1,698.30"
2020/6/9,"1,720.90","1,692.00","1,714.70"
2020/6/10,"1,740.80","1,711.90","1,713.30"
2020/6/11,"1,744.10","1,720.00","1,732.00"
2020/6/12,"1,743.00","1,724.90","1,729.30"
2020/6/15,"1,730.00","1,703.30","1,720.30"
2020/6/16,"1,729.60","1,722.40","1,729.60"
2020/6/17,"1,729.20","1,714.70","1,729.20"
2020/6/18,"1,734.10","1,717.30","1,724.80"
2020/6/19,"1,750.70","1,723.50","1,745.90"
2020/6/22,"1,767.60","1,750.50","1,756.70"
2020/6/23,"1,776.30","1,754.20","1,772.10"
2020/6/24,"1,783.10","1,764.50","1,765.80"
2020/6/25,"1,764.80","1,759.80","1,762.10"
2020/6/26,"1,772.50","1,764.70","1,772.50"
2020/6/29,"1,780.20","1,774.30","1,774.80"
2020/6/30,"1,793.20","1,774.40","1,793.00"
2020/7/1,"1,798.00","1,765.80","1,773.20"
2020/7/2,"1,784.00","1,768.70","1,784.00"
2020/7/6,"1,790.10","1,788.20","1,788.50"
2020/7/7,"1,804.20","1,783.30","1,804.20"
2020/7/8,"1,817.90","1,801.50","1,815.50"
2020/7/9,"1,819.80","1,799.20","1,799.20"
2020/7/10,"1,805.50","1,797.70","1,798.20"
2020/7/13,"1,811.00","1,805.00","1,811.00"
2020/7/14,"1,811.50","1,791.00","1,810.60"
2020/7/15,"1,813.50","1,806.10","1,811.40"
2020/7/16,"1,810.90","1,794.30","1,798.70"
2020/7/17,"1,810.10","1,798.50","1,808.30"
2020/7/20,"1,817.30","1,807.00","1,815.90"
2020/7/21,"1,842.40","1,822.00","1,842.40"
2020/7/22,"1,867.00","1,854.70","1,864.10"
2020/7/23,"1,890.30","1,868.50","1,889.10"
2020/7/24,"1,897.30","1,884.30","1,897.30"
2020/7/27,"1,938.00","1,901.50","1,931.00"
2020/7/28,"1,944.70","1,928.60","1,944.70"
2020/7/29,"1,953.50","1,952.60","1,953.50"
2020/7/30,"1,965.10","1,930.00","1,942.30"
2020/7/31,"1,981.10","1,948.00","1,962.80"
2020/8/3,"1,984.30","1,955.50","1,966.00"
2020/8/4,"2,016.20","1,968.80","2,001.20"
2020/8/5,"2,050.20","2,011.00","2,031.10"
2020/8/6,"2,063.00","2,040.00","2,051.50"
2020/8/7,"2,055.00","2,009.60","2,010.10"
2020/8/10,"2,043.80","2,017.50","2,024.40"
2020/8/11,"2,016.00","1,904.00","1,932.60"
2020/8/12,"1,946.60","1,871.60","1,934.90"
2020/8/13,"1,957.40","1,916.90","1,956.70"
2020/8/14,"1,947.40","1,937.00","1,937.00"
2020/8/17,"1,985.00","1,949.60","1,985.00"
2020/8/18,"2,002.80","1,972.10","1,999.40"
2020/8/19,"1,980.00","1,938.70","1,958.70"
2020/8/20,"1,948.30","1,922.30","1,933.80"
2020/8/21,"1,945.00","1,908.90","1,934.60"
2020/8/24,"1,940.00","1,922.20","1,927.70"
2020/8/25,"1,928.50","1,911.80","1,911.80"
2020/8/26,"1,950.80","1,909.70","1,940.70"
2020/8/27,"1,972.50","1,921.60","1,921.60"
2020/8/28,"1,971.30","1,922.50","1,964.60"
2020/8/31,"1,971.30","1,953.30","1,967.60"
2020/9/1,"1,986.30","1,961.70","1,968.20"
2020/9/2,"1,967.30","1,934.40","1,934.40"
2020/9/3,"1,938.80","1,923.00","1,927.60"
2020/9/4,"1,939.70","1,917.70","1,923.90"
2020/9/8,"1,937.90","1,903.10","1,933.00"
2020/9/9,"1,946.20","1,924.60","1,944.70"
2020/9/10,"1,962.70","1,944.10","1,954.20"
2020/9/11,"1,949.50","1,937.80","1,937.80"
2020/9/14,"1,953.10","1,943.00","1,953.10"
2020/9/15,"1,968.50","1,955.80","1,956.30"
2020/9/16,"1,961.40","1,956.70","1,960.20"
2020/9/17,"1,946.00","1,933.70","1,940.00"
2020/9/18,"1,952.10","1,949.00","1,952.10"
2020/9/21,"1,946.20","1,883.40","1,901.20"
2020/9/22,"1,913.10","1,898.60","1,898.60"
2020/9/23,"1,875.50","1,859.90","1,859.90"
2020/9/24,"1,868.30","1,851.50","1,868.30"
2020/9/25,"1,857.70","1,856.30","1,857.70"
2020/9/28,"1,872.80","1,872.80","1,872.80"
2020/9/29,"1,895.40","1,872.40","1,894.30"
2020/9/30,"1,899.70","1,879.80","1,887.50"
2020/10/1,"1,909.60","1,882.50","1,908.40"
2020/10/2,"1,913.00","1,893.90","1,900.20"
2020/10/5,"1,915.60","1,884.70","1,912.50"
2020/10/6,"1,918.00","1,874.40","1,901.10"
2020/10/7,"1,889.80","1,873.10","1,883.60"
2020/10/8,"1,893.00","1,882.70","1,888.60"
2020/10/9,"1,929.10","1,905.10","1,919.50"
2020/10/12,"1,926.50","1,921.60","1,922.50"
2020/10/13,"1,922.20","1,887.00","1,888.50"
2020/10/14,"1,910.80","1,882.50","1,901.30"
2020/10/15,"1,906.30","1,889.60","1,903.20"
2020/10/16,"1,900.80","1,898.50","1,900.80"
2020/10/19,"1,907.80","1,899.50","1,906.40"
2020/10/20,"1,910.40","1,896.10","1,910.40"
2020/10/21,"1,927.30","1,913.60","1,924.60"
2020/10/22,"1,924.30","1,898.20","1,901.10"
2020/10/23,"1,913.30","1,896.20","1,902.00"
2020/10/26,"1,907.00","1,893.50","1,902.70"
2020/10/27,"1,908.80","1,904.40","1,908.80"
2020/10/28,"1,876.20","1,870.90","1,876.20"
2020/10/29,"1,879.80","1,858.80","1,865.60"
2020/10/30,"1,886.60","1,862.80","1,877.40"
2020/11/2,"1,894.70","1,872.90","1,890.40"
2020/11/3,"1,908.50","1,891.50","1,908.50"
2020/11/4,"1,907.00","1,885.30","1,894.60"
2020/11/5,"1,948.00","1,901.70","1,945.30"
2020/11/6,"1,958.80","1,940.80","1,950.30"
2020/11/9,"1,963.20","1,847.10","1,853.20"
2020/11/10,"1,885.30","1,871.20","1,875.40"
2020/11/11,"1,878.80","1,855.50","1,860.70"
2020/11/12,"1,878.50","1,866.60","1,872.60"
2020/11/13,"1,890.10","1,876.80","1,885.70"
2020/11/16,"1,887.30","1,871.00","1,887.30"
2020/11/17,"1,888.40","1,884.50","1,884.50"
2020/11/18,"1,873.50","1,873.50","1,873.50"
2020/11/19,"1,865.80","1,856.00","1,861.10"
2020/11/20,"1,872.60","1,871.20","1,872.60"
2020/11/23,"1,837.80","1,829.20","1,837.80"
2020/11/24,"1,829.30","1,799.30","1,804.80"
2020/11/25,"1,805.70","1,801.40","1,805.70"
2020/11/27,"1,817.00","1,770.70","1,781.90"
2020/11/30,"1,787.20","1,762.30","1,775.70"
2020/12/1,"1,815.90","1,774.90","1,814.10"
2020/12/2,"1,830.00","1,807.80","1,825.70"
2020/12/3,"1,842.00","1,825.30","1,836.80"
2020/12/4,"1,847.60","1,828.20","1,835.90"
2020/12/7,"1,866.90","1,820.80","1,861.80"
2020/12/8,"1,875.80","1,861.80","1,870.80"
2020/12/9,"1,867.10","1,827.00","1,834.60"
2020/12/10,"1,849.10","1,828.00","1,833.60"
2020/12/11,"1,846.00","1,829.10","1,839.80"
2020/12/14,"1,835.70","1,822.70","1,828.70"
2020/12/15,"1,853.60","1,833.20","1,852.30"
2020/12/16,"1,864.70","1,850.50","1,856.10"
2020/12/17,"1,896.20","1,874.20","1,887.20"
2020/12/18,"1,889.50","1,882.30","1,885.70"
2020/12/21,"1,908.00","1,869.10","1,879.20"
2020/12/22,"1,882.20","1,861.00","1,866.60"
2020/12/23,"1,878.80","1,864.50","1,874.70"
2020/12/24,"1,879.90","1,875.70","1,879.90"
2020/12/28,"1,895.80","1,873.70","1,877.20"
2020/12/29,"1,881.30","1,879.70","1,879.70"
2020/12/30,"1,895.80","1,877.30","1,891.00"
2020/12/31,"1,901.30","1,892.70","1,893.10"
2021/1/4,"1,945.10","1,912.20","1,944.70"
2021/1/5,"1,952.70","1,941.30","1,952.70"
2021/1/6,"1,959.90","1,901.50","1,906.90"
2021/1/7,"1,926.70","1,912.00","1,912.30"
2021/1/8,"1,908.00","1,834.10","1,834.10"
2021/1/11,"1,849.60","1,826.50","1,849.60"
2021/1/12,"1,859.70","1,839.40","1,842.90"
2021/1/13,"1,858.60","1,853.60","1,853.60"
2021/1/14,"1,850.70","1,836.70","1,850.30"
2021/1/15,"1,829.40","1,825.00","1,829.30"
2021/1/19,"1,842.90","1,802.00","1,839.50"
2021/1/20,"1,866.60","1,844.40","1,865.90"
2021/1/21,"1,868.00","1,865.30","1,865.30"
2021/1/22,"1,855.70","1,852.70","1,855.70"
2021/1/25,"1,864.70","1,851.80","1,854.90"
2021/1/26,"1,855.80","1,850.70","1,850.70"
2021/1/27,"1,844.90","1,844.90","1,844.90"
2021/1/28,"1,862.90","1,831.50","1,837.90"
2021/1/29,"1,876.00","1,838.70","1,847.30"
2021/2/1,"1,871.90","1,850.00","1,860.80"
2021/2/2,"1,861.30","1,827.60","1,830.50"
2021/2/3,"1,842.40","1,829.80","1,832.20"
2021/2/4,"1,832.20","1,782.80","1,788.90"
2021/2/5,"1,813.50","1,790.90","1,810.90"
2021/2/8,"1,836.70","1,809.00","1,831.90"
2021/2/9,"1,843.30","1,830.70","1,835.30"
2021/2/10,"1,851.10","1,837.00","1,840.60"
2021/2/11,"1,845.00","1,820.90","1,824.90"
2021/2/12,"1,827.50","1,809.20","1,821.60"
2021/2/16,"1,823.40","1,787.30","1,797.20"
2021/2/17,"1,789.70","1,768.80","1,771.10"
2021/2/18,"1,784.60","1,766.00","1,773.40"
2021/2/19,"1,787.60","1,764.30","1,775.80"
2021/2/22,"1,807.80","1,784.00","1,806.70"
2021/2/23,"1,811.30","1,796.40","1,804.40"
2021/2/24,"1,805.80","1,796.40","1,796.40"
2021/2/25,"1,802.00","1,766.70","1,774.40"
2021/2/26,"1,768.20","1,718.80","1,728.10"
2021/3/1,"1,747.00","1,720.30","1,722.50"
2021/3/2,"1,733.10","1,708.70","1,733.10"
2021/3/3,"1,732.40","1,703.50","1,715.30"
2021/3/4,"1,717.40","1,700.20","1,700.20"
2021/3/5,"1,701.00","1,685.00","1,698.00"
2021/3/8,"1,705.40","1,673.70","1,677.70"
2021/3/9,"1,717.50","1,685.20","1,716.60"
2021/3/10,"1,722.90","1,711.00","1,721.50"
2021/3/11,"1,737.50","1,720.20","1,722.30"
2021/3/12,"1,722.50","1,699.00","1,719.50"
2021/3/15,"1,731.90","1,722.80","1,728.90"
2021/3/16,"1,733.90","1,726.00","1,730.60"
2021/3/17,"1,750.10","1,725.60","1,726.80"
2021/3/18,"1,750.30","1,721.80","1,732.20"
2021/3/19,"1,742.20","1,733.60","1,741.40"
2021/3/22,"1,737.80","1,737.80","1,737.80"
2021/3/23,"1,724.70","1,724.70","1,724.70"
2021/3/24,"1,732.90","1,727.50","1,732.90"
2021/3/25,"1,733.20","1,724.50","1,724.90"
2021/3/26,"1,732.20","1,721.30","1,732.20"
2021/3/29,"1,712.10","1,712.10","1,712.10"
2021/3/30,"1,712.60","1,676.50","1,683.90"
2021/3/31,"1,713.80","1,676.50","1,713.80"
2021/4/1,"1,728.80","1,706.40","1,726.50"
2021/4/5,"1,729.70","1,721.90","1,727.00"
2021/4/6,"1,744.80","1,726.90","1,741.50"
2021/4/7,"1,742.70","1,733.70","1,740.10"
2021/4/8,"1,758.00","1,734.60","1,756.80"
2021/4/9,"1,750.80","1,733.30","1,743.30"
2021/4/12,"1,740.80","1,726.70","1,731.20"
2021/4/13,"1,746.90","1,722.10","1,746.20"
2021/4/14,"1,745.90","1,732.70","1,734.90"
2021/4/15,"1,767.90","1,740.10","1,765.40"
2021/4/16,"1,779.50","1,770.10","1,779.00"
2021/4/19,"1,788.50","1,769.40","1,769.40"
2021/4/20,"1,777.30","1,765.50","1,777.30"
2021/4/21,"1,794.10","1,777.70","1,792.30"
2021/4/22,"1,794.20","1,779.50","1,781.20"
2021/4/23,"1,794.50","1,772.00","1,777.00"
2021/4/26,"1,779.70","1,770.80","1,779.20"
2021/4/27,"1,782.00","1,777.70","1,778.00"
2021/4/28,"1,774.00","1,764.60","1,773.20"
2021/4/29,"1,789.00","1,758.60","1,768.10"
2021/4/30,"1,771.80","1,763.90","1,767.30"
2021/5/3,"1,793.00","1,788.50","1,791.40"
2021/5/4,"1,788.50","1,774.80","1,775.80"
2021/5/5,"1,784.10","1,779.20","1,784.10"
2021/5/6,"1,815.50","1,787.60","1,815.50"
2021/5/7,"1,842.90","1,831.10","1,831.10"
2021/5/10,"1,845.60","1,835.40","1,837.50"
2021/5/11,"1,838.10","1,831.60","1,835.90"
2021/5/12,"1,825.20","1,821.70","1,822.60"
2021/5/13,"1,826.80","1,814.10","1,823.80"
2021/5/14,"1,842.90","1,824.50","1,837.90"
2021/5/17,"1,867.50","1,847.20","1,867.50"
2021/5/18,"1,870.50","1,867.80","1,867.80"
2021/5/19,"1,884.90","1,863.60","1,881.30"
2021/5/20,"1,885.00","1,864.80","1,881.80"
2021/5/21,"1,876.70","1,872.10","1,876.70"
2021/5/24,"1,884.60","1,882.10","1,884.60"
2021/5/25,"1,898.10","1,882.50","1,898.10"
2021/5/26,"1,901.30","1,901.30","1,901.30"
2021/5/27,"1,903.90","1,888.20","1,895.70"
2021/5/28,"1,905.40","1,881.90","1,902.50"
2021/6/1,"1,916.20","1,892.80","1,902.90"
2021/6/2,"1,908.80","1,896.00","1,907.50"
2021/6/3,"1,908.80","1,865.00","1,871.20"
2021/6/4,"1,895.50","1,854.00","1,889.80"
2021/6/7,"1,899.70","1,883.20","1,896.80"
2021/6/8,"1,902.90","1,890.00","1,892.20"
2021/6/9,"1,897.70","1,889.20","1,893.20"
2021/6/10,"1,899.80","1,871.50","1,894.20"
2021/6/11,"1,902.30","1,875.20","1,877.40"
2021/6/14,"1,866.60","1,846.50","1,864.00"
2021/6/15,"1,867.20","1,854.40","1,854.50"
2021/6/16,"1,860.10","1,809.20","1,859.50"
2021/6/17,"1,823.30","1,769.60","1,773.80"
2021/6/18,"1,792.40","1,767.90","1,767.90"
2021/6/21,"1,785.20","1,766.80","1,781.80"
2021/6/22,"1,786.90","1,775.90","1,776.30"
2021/6/23,"1,793.20","1,780.60","1,782.30"
2021/6/24,"1,786.40","1,775.60","1,775.60"
2021/6/25,"1,788.00","1,775.20","1,776.60"
2021/6/28,"1,779.60","1,779.60","1,779.60"
2021/6/29,"1,777.10","1,752.10","1,762.80"
2021/6/30,"1,770.80","1,759.20","1,770.80"
2021/7/1,"1,781.20","1,768.80","1,775.90"
2021/7/2,"1,787.90","1,778.30","1,782.60"
2021/7/6,"1,809.80","1,786.70","1,793.50"
2021/7/7,"1,808.40","1,797.20","1,801.50"
2021/7/8,"1,818.50","1,797.00","1,799.60"
2021/7/9,"1,810.10","1,798.80","1,810.00"
2021/7/12,"1,805.50","1,799.50","1,805.50"
2021/7/13,"1,812.00","1,800.60","1,809.40"
2021/7/14,"1,829.00","1,813.10","1,824.30"
2021/7/15,"1,833.00","1,823.40","1,828.40"
2021/7/16,"1,831.40","1,814.50","1,814.50"
2021/7/19,"1,813.40","1,803.30","1,808.70"
2021/7/20,"1,824.00","1,810.90","1,810.90"
2021/7/21,"1,807.00","1,800.00","1,802.90"
2021/7/22,"1,805.00","1,793.60","1,805.00"
2021/7/23,"1,801.40","1,800.00","1,801.40"
2021/7/26,"1,802.50","1,797.20","1,798.70"
2021/7/27,"1,803.70","1,799.50","1,799.50"
2021/7/28,"1,799.50","1,799.50","1,799.50"
2021/7/29,"1,832.60","1,806.10","1,831.20"
2021/7/30,"1,830.50","1,808.90","1,812.60"
2021/8/2,"1,818.70","1,804.80","1,818.10"
2021/8/3,"1,813.50","1,806.00","1,810.10"
2021/8/4,"1,831.30","1,806.30","1,810.50"
2021/8/5,"1,813.70","1,796.00","1,805.10"
2021/8/6,"1,800.10","1,758.40","1,760.00"
2021/8/9,"1,753.80","1,692.60","1,723.40"
2021/8/10,"1,735.20","1,720.10","1,728.80"
2021/8/11,"1,752.20","1,727.30","1,750.40"
2021/8/12,"1,752.40","1,745.50","1,749.00"
2021/8/13,"1,777.30","1,757.40","1,775.20"
2021/8/16,"1,787.80","1,771.90","1,786.90"
2021/8/17,"1,794.20","1,780.00","1,785.00"
2021/8/18,"1,791.50","1,779.00","1,781.60"
2021/8/19,"1,789.30","1,775.50","1,780.20"
2021/8/20,"1,787.50","1,778.20","1,781.00"
2021/8/23,"1,804.80","1,776.80","1,803.20"
2021/8/24,"1,805.60","1,801.00","1,805.60"
2021/8/25,"1,792.90","1,784.00","1,788.20"
2021/8/26,"1,792.20","1,781.00","1,792.20"
2021/8/27,"1,816.60","1,803.10","1,816.60"
2021/8/30,"1,820.30","1,807.80","1,809.00"
2021/8/31,"1,815.90","1,801.10","1,815.00"
2021/9/1,"1,815.90","1,809.50","1,813.10"
2021/9/2,"1,813.90","1,806.80","1,808.70"
2021/9/3,"1,833.90","1,818.90","1,830.90"
2021/9/7,"1,825.70","1,792.70","1,795.90"
2021/9/8,"1,790.70","1,781.70","1,790.70"
2021/9/9,"1,798.70","1,787.90","1,797.40"
2021/9/10,"1,789.60","1,789.60","1,789.60"
2021/9/13,"1,796.00","1,784.00","1,792.00"
2021/9/14,"1,806.20","1,783.00","1,804.70"
2021/9/15,"1,803.70","1,792.40","1,792.40"
2021/9/16,"1,792.90","1,743.90","1,754.60"
2021/9/17,"1,763.00","1,749.40","1,749.40"
2021/9/20,"1,761.80","1,750.90","1,761.80"
2021/9/21,"1,776.00","1,759.00","1,776.00"
2021/9/22,"1,784.30","1,767.00","1,776.70"
2021/9/23,"1,766.80","1,738.20","1,747.70"
2021/9/24,"1,749.70","1,745.00","1,749.70"
2021/9/27,"1,754.40","1,747.50","1,750.00"
2021/9/28,"1,741.70","1,726.80","1,735.80"
2021/9/29,"1,744.10","1,721.40","1,721.50"
2021/9/30,"1,760.30","1,724.50","1,755.30"
2021/10/1,"1,762.60","1,748.50","1,757.00"
2021/10/4,"1,768.90","1,749.50","1,766.20"
2021/10/5,"1,764.30","1,749.00","1,759.60"
2021/10/6,"1,762.90","1,744.70","1,760.50"
2021/10/7,"1,762.40","1,752.80","1,757.90"
2021/10/8,"1,780.00","1,754.20","1,756.30"
2021/10/11,"1,757.80","1,752.20","1,754.60"
2021/10/12,"1,768.00","1,749.80","1,758.30"
2021/10/13,"1,794.50","1,760.80","1,793.70"
2021/10/14,"1,799.90","1,792.00","1,796.70"
2021/10/15,"1,795.40","1,766.60","1,767.20"
2021/10/18,"1,770.10","1,759.50","1,764.80"
2021/10/19,"1,785.00","1,767.50","1,769.70"
2021/10/20,"1,785.60","1,774.00","1,784.10"
2021/10/21,"1,785.70","1,781.00","1,781.20"
2021/10/22,"1,806.90","1,784.00","1,795.50"
2021/10/25,"1,809.00","1,794.00","1,806.00"
2021/10/26,"1,808.80","1,788.60","1,792.70"
2021/10/27,"1,798.10","1,791.50","1,797.90"
2021/10/28,"1,807.30","1,795.50","1,801.60"
2021/10/29,"1,797.00","1,774.60","1,783.00"
2021/11/1,"1,795.10","1,786.70","1,795.10"
2021/11/2,"1,795.50","1,787.70","1,788.70"
2021/11/3,"1,768.00","1,761.80","1,763.60"
2021/11/4,"1,798.20","1,776.20","1,793.00"
2021/11/5,"1,817.10","1,794.90","1,816.40"
2021/11/8,"1,827.40","1,816.90","1,827.40"
2021/11/9,"1,832.70","1,820.70","1,830.20"
2021/11/10,"1,865.00","1,824.90","1,847.60"
2021/11/11,"1,866.50","1,853.90","1,863.20"
2021/11/12,"1,867.90","1,847.60","1,867.90"
2021/11/15,"1,866.90","1,864.50","1,866.10"
2021/11/16,"1,853.60","1,853.60","1,853.60"
2021/11/17,"1,869.70","1,862.60","1,869.70"
2021/11/18,"1,861.00","1,861.00","1,861.00"
2021/11/19,"1,851.20","1,851.20","1,851.20"
2021/11/22,"1,841.60","1,805.70","1,806.00"
2021/11/23,"1,795.50","1,783.50","1,783.50"
2021/11/24,"1,793.00","1,781.40","1,784.10"
2021/11/25,"1,791.40","1,791.10","1,791.40"
2021/11/26,"1,791.40","1,785.30","1,785.30"
2021/11/29,"1,798.90","1,779.10","1,782.30"
2021/11/30,"1,808.10","1,768.70","1,773.60"
2021/12/1,"1,790.50","1,772.30","1,781.60"
2021/12/2,"1,780.90","1,760.60","1,760.70"
2021/12/3,"1,785.10","1,766.50","1,782.00"
2021/12/6,"1,783.00","1,777.20","1,777.50"
2021/12/7,"1,786.10","1,772.30","1,782.60"
2021/12/8,"1,789.90","1,779.00","1,783.40"
2021/12/9,"1,783.50","1,771.80","1,774.60"
2021/12/10,"1,785.40","1,769.10","1,782.90"
2021/12/13,"1,787.10","1,783.80","1,786.30"
2021/12/14,"1,787.00","1,769.00","1,770.40"
2021/12/15,"1,778.70","1,753.90","1,762.60"
2021/12/16,"1,798.10","1,781.00","1,796.60"
2021/12/17,"1,812.90","1,803.80","1,803.80"
2021/12/20,"1,799.80","1,792.00","1,793.70"
2021/12/21,"1,796.50","1,787.90","1,787.90"
2021/12/22,"1,805.20","1,785.50","1,801.60"
2021/12/23,"1,811.20","1,800.80","1,811.20"
2021/12/27,"1,812.10","1,807.00","1,808.10"
2021/12/28,"1,818.00","1,805.50","1,810.20"
2021/12/29,"1,805.10","1,791.40","1,805.10"
2021/12/30,"1,816.00","1,796.00","1,812.70"
2021/12/31,"1,827.80","1,821.40","1,827.50"
